Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2020-10-12 11:58 (EST),On Demand,Hannah Corbin,20,Cycling,Beginner,20 min Beginner Ride,2020-09-21 06:30 (EST),65,54,33%,66,12.11,4.03,80,,,
2020-10-13 07:54 (EST),On Demand,Kendall Toole,60,Cycling,Music,60 min Pop Ride,2020-09-06 07:54 (EST),319,89,40%,70,15.04,15.03,392,,,
2020-10-14 07:15 (EST),On Demand,Kendall Toole,10,Cycling,Low Impact,10 min Low Impact Ride,2020-09-13 08:35 (EST),47,79,36%,76,14.27,2.37,58,,,
2020-10-14 07:30 (EST),Live,Christine D'Ercole,30,Cycling,Music,30 min Rock Ride,2020-10-14 07:17 (EST),127,71,31%,87,13.88,6.93,156,,,
2020-10-14 08:05 (EST),On Demand,Kendall Toole,30,Cycling,Intervals,30 min HIIT Ride,2020-10-12 11:23 (EST),110,61,30%,82,12.82,6.41,136,,,
2020-10-15 11:36 (EST),On Demand,Leanne Hainsby,60,Cycling,Music,60 min 90s Ride,2020-07-02 08:50 (EST),304,84,37%,76,14.83,14.82,374,,,
2020-10-16 14:25 (EST),On Demand,Alex Toussaint,45,Cycling,Music,45 min Hip Hop Ride,2020-10-12 19:19 (EST),234,87,36%,80,14.96,11.22,288,71.01,,
2020-10-16 15:13 (EST),On Demand,Ally Love,20,Cycling,Low Impact,20 min Recovery Ride,2020-10-12 17:00 (EST),71,59,30%,81,12.90,4.30,87,,,
2020-10-17 08:00 (EST),Live,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2020-10-17 07:53 (EST),250,69,29%,93,13.67,13.67,307,,,
2020-10-17 09:10 (EST),On Demand,Matt Wilpers,15,Cycling,Low Impact,15 min Low Impact Ride,2020-01-30 09:30 (EST),59,66,34%,76,13.46,3.37,73,,,
2020-10-17 09:33 (EST),On Demand,Robin Arzon,10,Strength,Arms & Light Weights,10 min Arms Toning,2020-10-16 12:10 (EST),,,,,,,46,,,
2020-10-18 13:23 (EST),On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min Power Zone Beginner Ride,2020-01-30 08:30 (EST),70,58,27%,91,12.76,4.24,86,,,
2020-10-19 18:23 (EST),On Demand,Cody Rigsby,30,Cycling,Music,30 min Britney Spears Ride,2020-07-15 19:19 (EST),156,87,37%,80,14.92,7.45,192,,,
2020-10-19 18:58 (EST),On Demand,Cody Rigsby,30,Cycling,Music,30 min Backstreet Boys Ride,2019-05-17 12:18 (EST),138,77,38%,68,13.60,6.80,170,,,
2020-10-20 16:54 (EST),On Demand,Cody Rigsby,45,Cycling,Music,45 min 90s Pop Ride,2018-11-07 07:49 (EST),41,73,34%,81,14.03,2.20,51,,,
2020-10-20 17:09 (EST),On Demand,,60,Cycling,Scenic Ride,60 min Bright Lights Big City Scenic Ride,,120,59,30%,81,12.72,7.21,147,,,
2020-10-20 17:53 (EST),On Demand,Kendall Toole,30,Cycling,Music,30 min Hip Hop Ride,2020-10-18 07:55 (EST),124,69,37%,67,13.31,6.65,153,,,
2020-10-20 18:25 (EST),On Demand,Kendall Toole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-06-08 10:00 (EST),,,,,,,11,,,
2020-10-21 06:45 (EST),On Demand,Chelsea Jackson Roberts,45,Yoga,Power,45 min Power Yoga,2020-10-19 17:53 (EST),,,,,,,148,,,
2020-10-21 07:41 (EST),On Demand,Cody Rigsby,30,Cycling,Music,30 min Pop Ride,2020-10-20 19:30 (EST),142,79,37%,76,14.39,7.19,175,,,
2020-10-23 05:33 (EST),On Demand,Alex Toussaint,20,Cycling,Beginner,20 min Beginner Ride,2019-12-07 10:00 (EST),81,68,31%,81,13.40,4.47,100,,,
2020-10-23 05:56 (EST),On Demand,Robin Arzon,20,Cycling,Beginner,20 min Beginner Ride,2019-11-13 16:16 (EST),77,64,32%,80,13.22,4.41,95,,,
2020-10-23 06:19 (EST),On Demand,Leanne Hainsby,20,Cycling,Low Impact,20 min Low Impact Ride,2019-11-21 05:22 (EST),88,74,36%,73,13.95,4.65,108,,,
2020-10-23 06:42 (EST),On Demand,Cody Rigsby,30,Cycling,Music,30 min Pop Ride,2019-11-27 12:20 (EST),125,70,37%,68,13.42,6.70,154,,,
2020-10-24 09:30 (EST),Live,Robin Arzon,30,Cycling,Music,30 min Pop Ride,2020-10-24 09:23 (EST),158,88,37%,80,15.10,7.55,194,,,
2020-10-24 10:10 (EST),On Demand,Tunde Oyeneyin,20,Cycling,Beginner,20 min Beginner Ride,2019-12-19 16:00 (EST),87,73,34%,78,14.06,4.68,107,,,
2020-10-24 10:33 (EST),On Demand,Kendall Toole,15,Cycling,Music,15 min Pop Ride,2019-12-20 13:00 (EST),72,80,36%,75,14.42,3.60,89,,,
2020-10-24 10:51 (EST),On Demand,Ally Love,20,Cycling,Low Impact,20 min Recovery Ride,2019-11-09 07:00 (EST),69,58,31%,78,12.73,4.24,85,,,
2020-10-24 11:13 (EST),On Demand,Tunde Oyeneyin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-19 08:30 (EST),,,,,,,11,,,
2020-10-25 09:30 (EST),Live,Jenn Sherman,45,Cycling,Intervals,45 min Intervals & Arms Ride,2020-10-25 09:22 (EST),,,,,,,,,,
2020-10-25 09:30 (EST),Live,Jenn Sherman,45,Cycling,Intervals,45 min Intervals & Arms Ride,2020-10-25 09:22 (EST),221,82,36%,77,14.66,11.00,272,,,
2020-10-25 10:38 (EST),On Demand,Kendall Toole,30,Cycling,Theme,30 min World Mental Health Day Ride,2020-10-10 06:30 (EST),144,80,44%,61,14.18,7.09,177,,,
2020-10-25 11:11 (EST),On Demand,Kendall Toole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-06-08 10:00 (EST),,,,,,,11,,,
2020-10-26 08:41 (EST),On Demand,Kendall Toole,45,Cycling,Music,45 min Rock Ride,2020-10-25 07:54 (EST),247,91,40%,71,15.26,11.44,303,,,
2020-10-26 09:28 (EST),On Demand,Jenn Sherman,15,Cycling,Music,15 min Classic Rock Ride,2019-10-14 17:00 (EST),75,84,39%,0,14.84,3.71,92,,,
2020-10-26 09:45 (EST),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-09-14 09:00 (EST),,,,,,,11,,,
2020-10-27 06:33 (EST),On Demand,Alex Toussaint,60,Cycling,Theme,60 min Club Bangers Ride,2020-08-28 11:20 (EST),305,85,37%,77,14.91,14.91,375,,,
2020-10-30 18:23 (EST),On Demand,Kendall Toole,30,Cycling,Theme,30 min Movie Buff Ride,2020-10-26 11:24 (EST),171,95,40%,74,15.54,7.77,210,,,
2020-10-30 19:00 (EST),Live,Robin Arzon,45,Cycling,Live DJ,45 min Live DJ Ride,2020-10-30 18:54 (EST),187,69,36%,68,12.85,9.64,230,,,
2020-10-31 09:30 (EST),Live,Tunde Oyeneyin,30,Cycling,Theme,30 min Halloween Ride,2020-10-31 09:30 (EST),163,90,39%,75,15.31,7.65,200,,,
2020-10-31 10:33 (EST),On Demand,Hannah Corbin,30,Cycling,Music,30 min Pop Ride,2020-10-24 13:23 (EST),155,86,38%,75,14.91,7.45,191,,,
2020-11-01 11:10 (EST),On Demand,Hannah Corbin,30,Cycling,Beginner,30 min Advanced Beginner Ride,2019-12-14 17:48 (EST),141,78,34%,82,14.48,7.24,173,,,
2020-11-01 11:43 (EST),On Demand,Olivia Amato,20,Cycling,Music,20 min Country Ride,2019-09-04 09:51 (EST),102,85,37%,75,14.62,4.87,125,,,
2020-11-01 12:05 (EST),On Demand,Olivia Amato,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2020-09-28 06:32 (EST),36,60,33%,72,12.89,2.14,44,,,
2020-11-03 06:25 (EST),On Demand,Kendall Toole,45,Cycling,Music,45 min Bon Jovi Ride,2020-11-01 07:55 (EST),244,90,41%,69,15.22,11.41,300,,,
2020-11-03 07:15 (EST),On Demand,Jess King,20,Cycling,Music,20 min 90s Ride,2020-11-02 17:00 (EST),91,76,37%,72,14.09,4.70,112,,,
2020-11-05 11:32 (EST),On Demand,Kendall Toole,30,Cycling,Music,30 min 80s Pop Ride,2019-11-13 21:18 (EST),166,92,41%,71,15.42,7.71,204,,,
2020-11-05 12:05 (EST),On Demand,Kendall Toole,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2020-09-04 08:36 (EST),40,66,38%,66,13.56,2.26,49,,,
2020-11-06 09:12 (EST),On Demand,Kendall Toole,30,Cycling,Beginner,30 min Advanced Beginner Ride,2020-10-20 17:00 (EST),159,88,39%,73,15.23,7.61,195,,,
2020-11-06 09:48 (EST),On Demand,Cody Rigsby,20,Cycling,Music,20 min 90s Ride,2020-10-25 13:00 (EST),104,87,40%,71,15.09,5.02,128,,,
2020-11-07 10:38 (EST),On Demand,Cody Rigsby,45,Cycling,Music,45 min Pop Ride,2019-11-19 19:19 (EST),237,88,37%,79,14.99,11.24,292,,,
2020-11-07 11:26 (EST),On Demand,Emma Lovewell,15,Cycling,Music,15 min 90s Hip Hop Ride,2020-10-15 17:37 (EST),76,84,35%,81,14.78,3.69,93,,,
2020-11-08 10:41 (EST),On Demand,Denis Morton,10,Cycling,Power Zone,10 min FTP Warm Up Ride,2019-12-18 14:23 (EST),45,75,32%,87,14.21,2.37,55,,,
2020-11-08 10:52 (EST),On Demand,Denis Morton,20,Cycling,Power Zone,20 min FTP Test Ride,2019-12-04 11:00 (EST),115,96,37%,82,15.92,5.30,141,,,
2020-11-08 11:20 (EST),On Demand,Hannah Frankson,30,Cycling,Music,30 min Pop Ride,2020-11-04 09:19 (EST),156,87,38%,77,15.04,7.52,192,,,
2020-11-10 17:00 (EST),Live,Tunde Oyeneyin,30,Cycling,Music,30 min 2000s Ride,2020-11-10 16:53 (EST),161,89,36%,83,15.31,7.65,198,,,
2020-11-10 17:37 (EST),On Demand,Cody Rigsby,20,Cycling,Groove,20 min Groove Ride,2020-11-09 11:55 (EST),116,97,38%,80,15.77,5.26,143,,,
2020-11-11 06:47 (EST),On Demand,Alex & Tunde  ,30,Cycling,Music,30 min Beyonce Two for One Ride,2020-11-09 19:23 (EST),178,99,40%,75,15.95,7.97,219,,,
2020-11-11 07:25 (EST),Live,Emma Lovewell,30,Cycling,Music,30 min 90s Rock Ride,2020-11-09 07:23 (EST),154,85,36%,80,14.87,7.43,189,,,
2020-11-12 06:47 (EST),On Demand,Emma Lovewell,45,Cycling,Intervals,45 min Intervals & Arms Ride,2020-04-03 11:45 (EST),204,76,35%,76,13.92,10.43,251,,,
2020-11-12 07:35 (EST),On Demand,Tunde Oyeneyin,20,Cycling,Low Impact,20 min Low Impact Ride,2020-09-05 10:05 (EST),89,74,34%,79,14.15,4.71,109,,,
2020-11-13 07:14 (EST),On Demand,Cody Rigsby,15,Cycling,Music,15 min Latin Ride,2020-11-12 17:34 (EST),69,76,34%,81,14.16,3.54,84,,,
2020-11-13 07:30 (EST),Live,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2020-11-13 07:20 (EST),136,75,36%,75,14.14,7.07,167,,,
2020-11-13 08:05 (EST),On Demand,Kendall Toole,20,Cycling,Low Impact,20 min Recovery Ride,2020-08-12 17:00 (EST),81,67,32%,80,13.57,4.52,99,,,
2020-11-14 09:15 (EST),On Demand,Emma Lovewell,15,Cycling,Music,15 min Hip Hop Ride,2020-10-29 17:45 (EST),66,74,34%,81,14.14,3.53,82,,,
2020-11-14 09:31 (EST),Live,Tunde Oyeneyin,20,Cycling,Music,20 min Hip Hop Ride,2020-11-14 09:23 (EST),94,79,37%,75,14.47,4.78,116,,,
2020-11-14 09:54 (EST),On Demand,Tunde Oyeneyin,10,Cycling,Low Impact,10 min Low Impact Ride,2020-10-26 08:30 (EST),36,60,29%,84,12.90,2.15,44,,,
2020-11-14 10:05 (EST),Live,Tunde Oyeneyin,20,Cycling,Music,20 min Pop Ride,2020-11-14 09:54 (EST),88,73,34%,79,13.94,4.65,108,,,
2020-11-14 10:27 (EST),On Demand,Matt Wilpers,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-11-02 08:30 (EST),13,43,23%,90,11.08,0.92,16,,,
2020-11-14 10:33 (EST),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-09-21 17:00 (EST),,,,,,,11,,,
2020-11-16 07:13 (EST),On Demand,Jenn Sherman,15,Cycling,Music,15 min Pop Ride,2020-11-15 10:06 (EST),68,76,36%,74,14.10,3.52,84,,,
2020-11-16 07:30 (EST),Live,Emma Lovewell,20,Cycling,Music,20 min 90s Ride,2020-11-16 07:22 (EST),90,75,35%,75,14.00,4.66,111,,,
2020-11-16 07:53 (EST),On Demand,Denis Morton,10,Cycling,Low Impact,10 min Low Impact Ride,2020-10-13 08:05 (EST),33,54,28%,83,12.35,2.06,40,,,
2020-11-16 08:05 (EST),Live,Emma Lovewell,20,Cycling,Intervals,20 min HIIT Ride,2020-11-16 07:55 (EST),104,87,38%,73,14.78,4.92,128,,,
2020-11-16 08:27 (EST),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-14 09:00 (EST),,,,,,,11,,,
2020-11-17 07:02 (EST),On Demand,Kendall Toole,30,Cycling,Music,30 min 90s Ride,2020-11-11 17:00 (EST),136,76,37%,72,14.20,7.10,167,,,
2020-11-17 07:35 (EST),Live,Alex Toussaint,30,Cycling,Music,30 min Hip Hop Ride,2020-11-16 19:21 (EST),154,86,37%,78,15.04,7.52,190,,,
2020-11-18 19:08 (EST),On Demand,Tunde Oyeneyin,20,Cycling,Music,20 min 2010s Pop Ride,2020-11-05 17:00 (EST),88,74,35%,77,13.98,4.66,109,,,
2020-11-18 19:30 (EST),Live,Kendall Toole,45,Cycling,Music,45 min Metallica Ride,2020-11-18 19:26 (EST),206,76,35%,76,14.18,10.63,253,,,
2020-11-18 20:17 (EST),On Demand,Kendall Toole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-25 14:00 (EST),,,,,,,11,,,
2020-11-19 10:05 (EST),Live,Cody Rigsby,30,Cycling,Music,30 min Pop Ride,2020-11-17 19:22 (EST),119,66,32%,80,13.31,6.66,147,,,
2020-11-19 10:42 (EST),On Demand,Cody Rigsby,45,Cycling,Intervals,45 min Intervals & Arms Ride,2020-07-18 11:18 (EST),170,63,32%,76,12.93,9.70,209,,,
2020-11-19 11:28 (EST),On Demand,Cody Rigsby,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-08-31 09:00 (EST),13,43,32%,62,10.81,0.90,16,,,
2020-11-20 09:30 (EST),Live,Leanne Hainsby,30,Cycling,Theme,30 min Work It Out,2020-11-20 09:25 (EST),152,85,37%,77,14.85,7.42,187,,,
2020-11-20 10:05 (EST),Live,Jess King,30,Cycling,Theme,30 min The Jess King Experience,2020-11-19 19:53 (EST),143,80,36%,79,14.52,7.17,176,,,
2020-11-20 10:38 (EST),On Demand,Alex Toussaint,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2020-10-31 14:07 (EST),32,53,36%,62,12.18,2.03,39,,,
2020-11-20 10:49 (EST),On Demand,Alex Toussaint,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-28 09:00 (EST),,,,,,,11,,,
2020-11-21 08:58 (EST),On Demand,Aditi Shah,20,Yoga,Power,20 min Power Yoga,2020-10-23 10:00 (EST),,,,,,,66,,,
2020-11-21 09:30 (EST),Live,Tunde Oyeneyin,30,Cycling,Music,30 min Hip Hop Ride,2020-11-21 09:23 (EST),141,78,37%,74,14.36,7.17,173,,,
2020-11-21 10:05 (EST),Live,Kendall Toole,30,Cycling,Music,30 min Pop Ride,2020-11-19 16:52 (EST),162,90,39%,75,15.27,7.62,200,,,
2020-11-21 10:37 (EST),On Demand,Ben Alldis,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-11-15 11:25 (EST),14,46,33%,61,11.27,0.94,17,,,
2020-11-21 10:43 (EST),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-11-15 11:35 (EST),,,,,,,11,,,
2020-11-22 09:50 (EST),Live,Hannah Corbin,45,Cycling,Low Impact,45 min Low Impact Ride,2020-11-21 13:23 (EST),163,60,33%,74,12.97,9.72,200,,,
2020-11-23 21:56 (EST),On Demand,Anna Greenberg,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-11-10 11:00 (EST),,,,,,,,,,
2020-11-23 22:08 (EST),On Demand,Kristin McGee,15,Meditation,Relax & Sleep,15 min Sleep Meditation,2020-10-29 10:00 (EST),,,,,,,,,,
2020-11-24 08:03 (EST),On Demand,Alex Toussaint,30,Cycling,Music,30 min 90s Hip Hop Ride,2020-11-23 19:22 (EST),142,79,36%,78,14.47,7.23,175,,,
2020-11-24 08:40 (EST),Live,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2020-11-19 07:19 (EST),139,77,37%,74,14.21,7.10,171,,,
2020-11-24 09:11 (EST),On Demand,Cody Rigsby,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-08-31 09:00 (EST),17,58,35%,66,12.62,1.05,21,,,
2020-11-24 09:17 (EST),On Demand,Cody Rigsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-26 08:30 (EST),,,,,,,11,,,
2020-11-25 10:17 (EST),On Demand,Cody Rigsby,45,Cycling,Music,45 min Pop Ride,2020-11-10 19:18 (EST),210,78,36%,78,14.34,10.75,258,,,
2020-11-25 11:06 (EST),On Demand,Jess King,15,Cycling,Low Impact,15 min Low Impact Ride,2020-11-21 12:41 (EST),57,63,32%,80,13.26,3.31,70,,,
2020-11-25 23:42 (EST),On Demand,Kristin McGee,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-10-08 10:00 (EST),,,,,,,,,,
2020-11-26 07:46 (EST),On Demand,Tunde Oyeneyin,10,Cycling,Low Impact,10 min Low Impact Ride,2020-09-08 20:04 (EST),35,59,27%,92,12.88,2.14,43,,,
2020-11-26 08:00 (EST),Live,Alex Toussaint,45,Cycling,Theme,45 min Turkey Burn Ride,2020-11-26 07:53 (EST),238,88,38%,76,15.16,11.37,293,,,
2020-11-26 08:52 (EST),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2020-11-05 07:25 (EST),103,57,33%,69,12.41,6.20,127,,,
2020-11-26 09:25 (EST),On Demand,Sam Yo,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-08-23 10:25 (EST),7,22,23%,59,7.76,0.64,8,,,
2020-11-26 09:31 (EST),On Demand,Sam Yo,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-08-23 10:35 (EST),,,,,,,11,,,
2020-11-27 09:16 (EST),On Demand,Robin Arzon,45,Cycling,Theme,45 min Turkey Burn Ride,2020-11-26 10:54 (EST),200,74,33%,82,14.06,10.54,246,,,
2020-11-27 10:07 (EST),On Demand,Alex Toussaint,30,Cycling,Theme,30 min Club Bangers Ride,2020-08-25 11:17 (EST),138,77,35%,77,14.28,7.14,170,,,
2020-11-27 10:39 (EST),On Demand,Alex Toussaint,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-28 09:00 (EST),,,,,,,11,,,
2020-11-28 10:33 (EST),On Demand,Tunde Oyeneyin,20,Cycling,Low Impact,20 min Low Impact Ride,2020-11-19 17:00 (EST),75,62,32%,78,13.14,4.37,92,,,
2020-11-29 08:00 (EST),Live,Kendall Toole,45,Cycling,Intervals,45 min HIIT & Hills Ride,2020-11-29 07:54 (EST),226,84,38%,71,14.61,10.95,278,,,
2020-11-29 08:51 (EST),On Demand,Leanne Hainsby,30,Cycling,Theme,30 min Work It Out,2020-11-25 17:24 (EST),134,74,36%,73,14.16,7.08,164,,,
2020-11-29 09:24 (EST),On Demand,Cody Rigsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-26 08:30 (EST),,,,,,,11,,,
2020-11-30 17:23 (EST),On Demand,Kristin McGee,5,Meditation,Emotions,5 min Peace Meditation,2020-03-24 11:00 (EST),,,,,,,,,,
2020-11-30 17:26 (EST),On Demand,Chelsea Jackson Roberts,10,Meditation,Relax & Sleep,10 min Calming Meditation,2020-11-25 08:35 (EST),,,,,,,,,,
2020-12-01 18:21 (EST),On Demand,Emma Lovewell,45,Cycling,Music,45 min 90s Ride,2020-03-22 13:20 (EST),210,78,37%,74,14.32,10.74,259,,,
2020-12-01 19:09 (EST),On Demand,Cody Rigsby,20,Cycling,Music,20 min 90s Ride,2020-11-30 07:56 (EST),84,70,37%,69,13.73,4.57,104,,,
2020-12-01 19:31 (EST),On Demand,Cody Rigsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-26 08:30 (EST),,,,,,,11,,,
2020-12-01 22:18 (EST),On Demand,Aditi Shah,20,Meditation,Emotions,20 min Sleep Meditation,2020-11-23 10:00 (EST),,,,,,,,,,
2020-12-02 22:55 (EST),On Demand,Kristin McGee,5,Meditation,Emotions,5 min Gratitude Meditation,2020-11-24 11:00 (EST),,,,,,,,,,
2020-12-03 07:21 (EST),On Demand,Emma Lovewell,60,Cycling,Theme,60 min Bring the Heat Ride,2020-11-27 10:51 (EST),279,77,37%,73,14.25,14.25,343,,,
2020-12-03 08:23 (EST),On Demand,Cody Rigsby,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2020-12-01 20:05 (EST),31,52,33%,65,11.97,1.99,38,,,
2020-12-03 23:35 (EST),On Demand,Aditi Shah,20,Meditation,Emotions,20 min Sleep Meditation,2020-11-23 10:00 (EST),,,,,,,,,,
2020-12-04 17:00 (EST),Live,Robin Arzon,45,Cycling,Intervals,45 min HIIT & Hills Ride,2020-12-04 16:53 (EST),203,75,37%,71,13.96,10.47,249,,,
2020-12-04 17:53 (EST),On Demand,Robin Arzon,15,Cycling,Low Impact,15 min Low Impact Ride,2020-10-17 13:00 (EST),52,57,31%,78,12.57,3.14,63,,,
2020-12-04 18:08 (EST),On Demand,Robin Arzon,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-09-11 09:00 (EST),13,45,28%,76,11.28,0.94,17,,,
2020-12-04 18:15 (EST),On Demand,Robin Arzon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-06-30 10:00 (EST),,,,,,,11,,,
2020-12-05 09:42 (EST),On Demand,Cody Rigsby,20,Cycling,Music,20 min Pop Ride,2020-11-29 13:00 (EST),95,80,38%,73,14.44,4.80,117,,,
2020-12-06 08:37 (EST),On Demand,Alex Toussaint,45,Cycling,Theme,45 min Club Bangers Ride,2020-12-05 13:21 (EST),254,94,39%,75,15.55,11.66,312,,,
2020-12-06 09:25 (EST),On Demand,Tunde Oyeneyin,30,Cycling,Intervals,30 min Intervals & Arms Ride,2020-12-05 09:26 (EST),122,68,35%,74,13.43,6.71,150,,,
2020-12-07 07:30 (EST),Live,Emma Lovewell,30,Cycling,Theme,30 min Holiday Ride,2020-12-07 07:21 (EST),155,86,38%,76,15.07,7.53,191,,,
2020-12-07 08:04 (EST),On Demand,Alex Toussaint,10,Cycling,Low Impact,10 min Low Impact Ride,2020-11-30 20:03 (EST),28,66,30%,85,13.39,1.57,34,,,
2020-12-07 08:15 (EST),Live,Emma Lovewell,10,Cycling,Low Impact,10 min Low Impact Ride,2020-12-07 08:06 (EST),41,68,34%,75,13.64,2.26,50,,,
2020-12-07 08:30 (EST),On Demand,Robin Arzon,30,Cycling,Intervals,30 min Intervals & Arms Ride,2020-12-02 11:22 (EST),113,63,36%,63,12.01,6.01,139,,,
2020-12-08 07:30 (EST),Live,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,2020-12-08 07:24 (EST),204,75,34%,80,14.33,10.75,251,,,
2020-12-08 08:18 (EST),On Demand,Kendall Toole,20,Cycling,Theme,20 min Holiday Ride,2020-12-07 11:25 (EST),89,75,37%,72,14.17,4.72,110,,,
2020-12-08 08:39 (EST),On Demand,Kendall Toole,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-11-30 09:00 (EST),19,64,40%,58,12.94,1.08,24,,,
2020-12-08 08:44 (EST),On Demand,Kendall Toole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-25 14:00 (EST),,,,,,,11,,,
2020-12-09 14:35 (EST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-12-08 08:37 (EST),,,,,,,,,,
2020-12-09 17:50 (EST),On Demand,Tunde Oyeneyin,45,Cycling,Music,45 min Pop Ride,2020-12-01 16:52 (EST),192,71,35%,75,13.79,10.34,236,,,
2020-12-09 18:39 (EST),On Demand,Hannah Frankson,20,Cycling,Low Impact,20 min Low Impact Ride,2020-12-05 11:25 (EST),81,67,34%,75,13.39,4.46,99,,,
2020-12-09 19:01 (EST),On Demand,Jess King,20,Cycling,Music,20 min Hip Hop Ride,2020-12-09 14:00 (EST),89,74,35%,77,14.05,4.68,109,,,
2020-12-09 22:30 (EST),On Demand,Aditi Shah,20,Meditation,Emotions,20 min Sleep Meditation,2020-11-23 10:00 (EST),,,,,,,,,,
2020-12-10 16:36 (EST),On Demand,Olivia Amato,20,Cycling,Music,20 min Rock Ride,2020-12-04 11:22 (EST),101,84,38%,76,14.84,4.95,124,,,
2020-12-10 17:00 (EST),Live,Emma Lovewell,45,Cycling,Music,45 min 90s Ride,2020-12-10 16:54 (EST),217,81,37%,75,14.52,10.89,267,,,
2020-12-11 16:44 (EST),On Demand,Ally Love,30,Cycling,Music,30 min Nicki Minaj Ride,2020-12-09 19:22 (EST),154,86,37%,77,14.96,7.48,189,,,
2020-12-11 17:16 (EST),On Demand,Leanne Hainsby,30,Cycling,Theme,30 min Work It Out,2020-12-11 09:25 (EST),138,77,36%,76,14.28,7.14,169,,,
2020-12-11 17:48 (EST),On Demand,Leanne Hainsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-09-19 10:45 (EST),,,,,,,11,,,
2020-12-12 09:42 (EST),On Demand,Alex Toussaint,30,Cycling,Music,30 min 2000s Ride,2020-11-30 19:24 (EST),163,91,39%,75,15.32,7.65,200,,,
2020-12-12 10:22 (EST),On Demand,Ally Love,30,Cycling,Theme,30 min Pop Holiday Ride,2020-12-10 05:52 (EST),145,81,36%,77,14.64,7.32,178,,,
2020-12-12 10:53 (EST),On Demand,Ally Love,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2020-09-28 08:30 (EST),13,41,32%,59,10.50,0.89,15,,,
2020-12-12 10:59 (EST),On Demand,Ally Love,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-07-17 09:00 (EST),,,,,,,11,,,
2020-12-12 11:07 (EST),On Demand,Olivia Amato,10,Strength,Core,10 min Core Strength,2020-12-09 08:57 (EST),,,,,,,46,,,
2020-12-12 23:02 (EST),On Demand,Aditi Shah,20,Meditation,Emotions,20 min Sleep Meditation,2020-11-23 10:00 (EST),,,,,,,,,,
2020-12-13 09:02 (EST),On Demand,Tunde Oyeneyin,10,Cycling,Low Impact,10 min Low Impact Ride,2020-12-08 17:34 (EST),37,63,31%,83,13.26,2.21,46,,,
